"�..Parcours_2023";"Nombre.de.voyages_2023";"Poids.de.voyages_2023";"Nombre.d.abonnements_2023";"Nombre.de.voyages_2024";"Poids.de.voyages_2024";"Nombre.d.abonnements_2024"
"MILLAU - SETE";4;"0,0036%";"0";5;"0,0045%";"0"
"MONTAUBAN - NAUCELLE";4;"0,0036%";"0";1;"0,0013%";"0"
"SAINT-GAUDENS - VENERQUE - LE VERNET";4;"0,0036%";"0";3;"0,0026%";"0"
"SAVERDUN - TARBES";4;"0,0036%";"0";3;"0,0033%";"0"
"COLOMIERS - SAINT-GAUDENS";4;"0,0035%";"0";4;"0,0039%";"0"
"L'ISLE JOURDAIN - MURET";4;"0,0034%";"0";3;"0,0033%";"0"
"BAYONNE - TARBES";4;"0,0034%";"0";6;"0,0059%";"0"
"AGDE - AVIGNON TGV";4;"0,0034%";"0";4;"0,0038%";"0"
"AGDE - TOULON";4;"0,0034%";"0";3;"0,0028%";"0"
"AGEN - NARBONNE";4;"0,0034%";"0";3;"0,0023%";"0"
"AIX EN PROVENCE - ALES";4;"0,0034%";"0";10;"0,0094%";"0"
"AIX EN PROVENCE - TOULOUSE MATABIAU";4;"0,0034%";"0";1;"0,0009%";"0"
"ALBI - MONTRABE";4;"0,0034%";"0";2;"0,0019%";"0"
"ALBI MADELEINE - MURET";4;"0,0034%";"0";1;"0,0006%";"0"
"ALES - ANTIBES";4;"0,0034%";"0";3;"0,0028%";"0"
"ALES - LA BASTIDE ST LAURENT L BAINS";4;"0,0034%";"0";1;"0,0009%";"0"
"ARGELES SUR MER - ESCALQUENS";4;"0,0034%";"0";22;"0,0206%";"0"
"ARLES - SETE";4;"0,0034%";"0";10;"0,0094%";"0"
"AURILLAC - VILLEFRANCHE DE ROUERGUE";4;"0,0034%";"0";2;"0,0019%";"0"
"AVIGNON CENTRE - ELNE";4;"0,0034%";"0";10;"0,0094%";"0"
"AVIGNON CENTRE - PORT VENDRES VILLE";4;"0,0034%";"0";1;"0,0009%";"0"
"AVIGNON TGV - BEAUCAIRE";4;"0,0034%";"0";5;"0,0047%";"0"
"AVIGNONET - NARBONNE";4;"0,0034%";"0";1;"0,0009%";"0"
"AVIGNONET - VILLEFRANCHE DE LAURAGAIS";4;"0,0034%";"0";4;"0,0041%";"0"
"AX LES THERMES - PINS JUSTARET";4;"0,0034%";"0";7;"0,0066%";"0"
"BANDOL - MONTPELLIER SAINT-ROCH";4;"0,0034%";"0";4;"0,0038%";"0"
"BANYULS SUR MER - LABEGE INNOPOLE";4;"0,0034%";"0";1;"0,0009%";"0"
"BANYULS SUR MER - PORT LA NOUVELLE";4;"0,0034%";"0";6;"0,0056%";"0"
"BAZIEGE - LEUCATE LA FRANQUI";4;"0,0034%";"0";6;"0,0056%";"0"
"BAZIEGE - NARBONNE";4;"0,0034%";"0";13;"0,0126%";"0"
"BEZIERS - CANNES";4;"0,0034%";"0";2;"0,0019%";"0"
"BEZIERS - CARPENTRAS";4;"0,0034%";"0";2;"0,0019%";"0"
"BEZIERS - PORT VENDRES VILLE";4;"0,0034%";"0";1;"0,0005%";"0"
"BORDEAUX ST JEAN - MOISSAC";4;"0,0034%";"0";3;"0,0028%";"0"
"BRIVE LA GAILLARDE - CASTELNAU D'ESTRETEFONDS";4;"0,0034%";"0";10;"0,0094%";"0"
"BRIVE LA GAILLARDE - PUYBRUN";4;"0,0034%";"0";5;"0,0047%";"0"
"CAHORS - NARBONNE";4;"0,0034%";"0";2;"0,0014%";"0"
"CARCASSONNE - CERBERE";4;"0,0034%";"0";6;"0,0056%";"0"
"CLERMONT FERRAND - GRAND COMBE LA PISE";4;"0,0034%";"0";1;"0,0009%";"0"
"COLLIOURE - MONTAUDRAN";4;"0,0034%";"0";2;"0,0019%";"0"
"COLLIOURE - SETE";4;"0,0034%";"0";6;"0,0056%";"0"
"FIGEAC - SALLES COURBATIERS";4;"0,0034%";"0";1;"0,0013%";"0"
"GOURDON - LIMOGES BENEDICTINS";4;"0,0034%";"0";3;"0,0028%";"0"
"ILLE SUR TET - LE SOLER";4;"0,0034%";"0";2;"0,0019%";"0"
"ISTRES - MONTPELLIER SAINT-ROCH";4;"0,0034%";"0";1;"0,0009%";"0"
"LA BASTIDE ST LAURENT L BAINS - LANGOGNE";4;"0,0034%";"0";3;"0,0032%";"0"
"LA CIOTAT-CEYRESTE - NIMES";4;"0,0034%";"0";3;"0,0028%";"0"
"LA GARDE - MONTPELLIER SAINT-ROCH";4;"0,0034%";"0";11;"0,0103%";"0"
"LABEGE INNOPOLE - LEUCATE LA FRANQUI";4;"0,0034%";"0";6;"0,0056%";"0"
"LABEGE INNOPOLE - SALSES";4;"0,0034%";"0";2;"0,0019%";"0"
"LATOUR DE CAROL ENVEITG - OLETTE CANAVEILLES LES BAINS";4;"0,0034%";"0";4;"0,0038%";"0"
"LE THOR - MONTPELLIER SAINT-ROCH";4;"0,0034%";"0";2;"0,0019%";"0"
"LEUCATE LA FRANQUI - NIMES PONT DU GARD";4;"0,0034%";"0";2;"0,0014%";"0"
"LEUCATE LA FRANQUI - PORT LA NOUVELLE";4;"0,0034%";"0";2;"0,0016%";"0"
"LUNEL - RIVESALTES";4;"0,0034%";"0";8;"0,0075%";"0"
"LUNEL - VALERGUES - LANSARGUES";4;"0,0034%";"0";5;"0,0047%";"0"
"MONTAUBAN - SAINT-GAUDENS";4;"0,0034%";"0";2;"0,0023%";"0"
"MONTPELLIER SAINT-ROCH - PONT SAINT ESPRIT";4;"0,0034%";"0";22;"0,0206%";"0"
"MONTPELLIER SAINT-ROCH - SALON";4;"0,0034%";"0";21;"0,0197%";"0"
"MONTPELLIER SAINT-ROCH - ST CYR LES LECQUES LA CADIERE";4;"0,0034%";"0";1;"0,0009%";"0"
"NICE - SETE";4;"0,0034%";"0";6;"0,0056%";"0"
"PERPIGNAN - TOULON";4;"0,0034%";"0";14;"0,0131%";"0"
"PORT VENDRES VILLE - SETE";4;"0,0034%";"0";4;"0,0035%";"0"
"PRADES MOLITG LES BAINS - VINCA";4;"0,0034%";"0";1;"0,0009%";"0"
"TARASCON - VERGÈZE - CODOGNAN";4;"0,0034%";"0";11;"0,0100%";"0"
"VIC - MIREVAL - VILLENEUVE LES MAGUELONNE";4;"0,0034%";"0";1;"0,0006%";"0"
"ALES - CARCASSONNE";4;"0,0034%";"0";2;"0,0014%";"0"
"BRIVE LA GAILLARDE - MONTPELLIER SAINT-ROCH";4;"0,0034%";"0";2;"0,0023%";"0"
"CINTEGABELLE - VENERQUE - LE VERNET";4;"0,0034%";"0";1;"0,0013%";"0"
"MONTLAUR - TOULOUSE MATABIAU";4;"0,0034%";"0";7;"0,0063%";"0"
"SAINT-AGNE - SAINT-SULPICE";4;"0,0034%";"1";1;"0,0013%";"0"
"BRAX - LÉGUEVIN - LARDENNE";4;"0,0034%";"0";3;"0,0032%";"1"
"MONTAUDRAN - VILLENOUVELLE";4;"0,0034%";"0";8;"0,0071%";"1"
"BEAUVOISIN - SAINT-CÉSAIRE";4;"0,0034%";"0";8;"0,0077%";"0"
"ALBI - CAPDENAC";4;"0,0032%";"0";7;"0,0062%";"0"
"ARGELES SUR MER - CASTELNAUDARY";4;"0,0032%";"0";5;"0,0045%";"0"
"BOUSSENS - CASTELNAUDARY";4;"0,0032%";"0";3;"0,0026%";"0"
"CAHORS - CARBONNE";4;"0,0032%";"0";1;"0,0006%";"0"
"CARCASSONNE - PAMIERS";4;"0,0032%";"0";3;"0,0026%";"0"
"CARMAUX - CASTELNAUDARY";4;"0,0032%";"0";1;"0,0013%";"0"
"CARMAUX - LISLE SUR TARN";4;"0,0032%";"0";1;"0,0013%";"0"
"CASTRES - FOIX";4;"0,0032%";"0";1;"0,0013%";"0"
"CORDES VINDRAC - VILLEFRANCHE DE ROUERGUE";4;"0,0032%";"0";6;"0,0053%";"0"
"L'ISLE JOURDAIN - MONTAUBAN";4;"0,0032%";"0";4;"0,0039%";"0"
"MONTPELLIER SAINT-ROCH - VILLEFORT";4;"0,0032%";"0";3;"0,0026%";"0"
"MURET - PAMIERS";4;"0,0032%";"0";4;"0,0036%";"0"
"CAZÈRES - COLOMIERS";4;"0,0032%";"0";1;"0,0006%";"0"
"FONS - SAINT-MAMERT - MONTPELLIER SAINT-ROCH";4;"0,0032%";"0";2;"0,0019%";"0"
"GAILLAC - MONTASTRUC LA CONSEILLERE";4;"0,0032%";"0";3;"0,0032%";"0"
"ESCALQUENS - MONTAUDRAN";4;"0,0031%";"0";2;"0,0019%";"0"
"AGDE - SALSES";4;"0,0031%";"0";1;"0,0006%";"0"
"AUTERIVE - MURET";4;"0,0031%";"0";3;"0,0026%";"0"
"BEAUCAIRE - MARSEILLE ST CHARLES";4;"0,0031%";"0";4;"0,0033%";"0"
"BRIVE LA GAILLARDE - LALBENQUE FONTANES";4;"0,0031%";"0";7;"0,0063%";"0"
"CARCASSONNE - SAINT-AGNE";4;"0,0031%";"0";2;"0,0016%";"0"
"CASTRES - DAMIATTE ST PAUL";4;"0,0031%";"0";4;"0,0038%";"0"
"CAUSSADE - LACOURTENSOURT";4;"0,0031%";"0";5;"0,0048%";"0"
"FRONTIGNAN - VILLENEUVE LES MAGUELONNE";4;"0,0031%";"0";7;"0,0063%";"0"
"LAMAGISTERE - MOISSAC";4;"0,0031%";"0";1;"0,0006%";"0"
"LUNEL - MIRAMAS";4;"0,0031%";"0";4;"0,0038%";"0"
"MARTRES TOLOSANE - MURET";4;"0,0031%";"0";4;"0,0035%";"0"
"MONTAUBAN - PERPIGNAN";4;"0,0031%";"0";8;"0,0070%";"0"
"PINS JUSTARET - PORTET SAINT-SIMON";4;"0,0031%";"0";7;"0,0070%";"0"
"VERGÈZE - CODOGNAN - VITROLLES AEROPORT MARSEILLE";4;"0,0031%";"0";2;"0,0019%";"0"
"CARCASSONNE - RODEZ";4;"0,0031%";"0";1;"0,0009%";"0"
"MONTAUDRAN - MONTPELLIER SAINT-ROCH";4;"0,0031%";"0";7;"0,0069%";"0"
"CAUSSADE - MOISSAC";4;"0,0031%";"0";3;"0,0026%";"0"
"LAVAUR - SAINT-AGNE";4;"0,0031%";"0";1;"0,0013%";"0"
"BEZIERS - VILLEFRANCHE DE LAURAGAIS";4;"0,0030%";"0";3;"0,0023%";"0"
"AGEN - MONTPELLIER SAINT-ROCH";3;"0,0030%";"0";1;"0,0009%";"0"
"CARMAUX - SAINT-GAUDENS";3;"0,0029%";"0";1;"0,0013%";"0"
"COLOMIERS - MOISSAC";3;"0,0029%";"0";3;"0,0026%";"0"
"COLOMIERS - MONTAUBAN";3;"0,0029%";"0";6;"0,0052%";"0"
"GALLIENI CANCÉROPÔLE - SAINT-JORY";3;"0,0029%";"0";2;"0,0020%";"0"
"GRAND COMBE LA PISE - VERGÈZE - CODOGNAN";3;"0,0029%";"0";3;"0,0026%";"0"
"LOURDES - MAZAMET";3;"0,0029%";"0";3;"0,0033%";"0"
"MONTASTRUC LA CONSEILLERE - RABASTENS - COUFOULEUX";3;"0,0029%";"0";1;"0,0006%";"0"
"AGDE - ARGELES SUR MER";3;"0,0029%";"0";3;"0,0032%";"0"
"ALBI - SAINT-GAUDENS";3;"0,0029%";"0";3;"0,0026%";"0"
"ALBIAS - CAUSSADE";3;"0,0029%";"0";1;"0,0009%";"0"
"ARGELES SUR MER - BRAM";3;"0,0029%";"0";4;"0,0041%";"0"
"ARGELES SUR MER - LEUCATE LA FRANQUI";3;"0,0029%";"0";1;"0,0009%";"0"
"ARGELES SUR MER - LÉZIGNAN (AUDE)";3;"0,0029%";"0";5;"0,0045%";"0"
"ARGELES SUR MER - SETE";3;"0,0029%";"0";3;"0,0028%";"0"
"AUCH - LE TOEC";3;"0,0029%";"0";1;"0,0009%";"0"
"BAZIEGE - CAUSSADE";3;"0,0029%";"0";1;"0,0013%";"0"
"CAHORS - RABASTENS - COUFOULEUX";3;"0,0029%";"0";1;"0,0013%";"0"
"CARCASSONNE - CAUSSADE";3;"0,0029%";"0";1;"0,0013%";"0"
"CASTRES - RODEZ";3;"0,0029%";"0";3;"0,0026%";"0"
"ESCALQUENS - MONTAUBAN";3;"0,0029%";"0";1;"0,0006%";"0"
"GAILLAC - PAMIERS";3;"0,0029%";"0";3;"0,0026%";"0"
"LEUCATE LA FRANQUI - LÉZIGNAN (AUDE)";3;"0,0029%";"0";1;"0,0006%";"0"
"LÉZIGNAN (AUDE) - LUNEL";3;"0,0029%";"0";1;"0,0013%";"0"
"LISLE SUR TARN - MONTAUBAN";3;"0,0029%";"0";3;"0,0026%";"0"
"LISLE SUR TARN - TARBES";3;"0,0029%";"0";1;"0,0013%";"0"
"MOISSAC - TARBES";3;"0,0029%";"0";3;"0,0026%";"0"
"NARBONNE - VILLENOUVELLE";3;"0,0029%";"0";3;"0,0028%";"0"
"NIMES - VIAS";3;"0,0029%";"0";1;"0,0013%";"0"
"TONNEINS - VALENCE D'AGEN";3;"0,0029%";"0";1;"0,0013%";"0"
"ALBI - LOURDES";3;"0,0029%";"0";1;"0,0005%";"0"
"CAHORS - TARBES";3;"0,0029%";"0";2;"0,0014%";"0"
"AVIGNON CENTRE - SAINT-CÉSAIRE";3;"0,0028%";"0";1;"0,0013%";"0"
"CAHORS - MONTBARTIER";3;"0,0028%";"0";10;"0,0095%";"0"
"LUNEL - VILLENEUVE LES MAGUELONNE";3;"0,0028%";"0";5;"0,0044%";"0"
"MARQUIXANES - PRADES MOLITG LES BAINS";3;"0,0028%";"0";1;"0,0013%";"0"
"MAZAMET - MONTRABE";3;"0,0028%";"0";2;"0,0022%";"0"
"SAINT-AGNE - ST MARTORY";3;"0,0028%";"0";3;"0,0026%";"0"
"GALLARGUES - MONTPELLIER SAINT-ROCH";3;"0,0028%";"0";7;"0,0069%";"0"
"LABEGE INNOPOLE - SAINT-SULPICE";3;"0,0028%";"0";2;"0,0020%";"0"
"LACOURTENSOURT - MONTBARTIER";3;"0,0028%";"0";5;"0,0048%";"0"
"SAINT-CÉSAIRE - VAUVERT";3;"0,0028%";"0";18;"0,0173%";"0"
"BOUSSENS - MARTRES TOLOSANE";3;"0,0026%";"0";4;"0,0039%";"0"
"BRAX - LÉGUEVIN - MURET";3;"0,0026%";"0";1;"0,0006%";"0"
"CASTELSARRASIN - CAUSSADE";3;"0,0026%";"0";3;"0,0026%";"0"
"GALLIENI CANCÉROPÔLE - GIMONT CAHUZAC";3;"0,0026%";"0";2;"0,0019%";"0"
"GRAND COMBE LA PISE - SETE";3;"0,0026%";"0";1;"0,0006%";"0"
"LIMOUX - MONTPELLIER SAINT-ROCH";3;"0,0026%";"0";2;"0,0018%";"0"
"AGDE - ARLES";3;"0,0025%";"0";1;"0,0009%";"0"
"AGDE - BEAUCAIRE";3;"0,0025%";"0";1;"0,0009%";"0"
"AGDE - MIRAMAS";3;"0,0025%";"0";3;"0,0028%";"0"
"AGEN - TARBES";3;"0,0025%";"0";2;"0,0018%";"0"
"ALBI - CAHORS";3;"0,0025%";"0";1;"0,0013%";"0"
"ALBI - TESSONNIERES";3;"0,0025%";"0";2;"0,0016%";"0"
"ARGELES SUR MER - AVIGNON CENTRE";3;"0,0025%";"0";9;"0,0084%";"0"
"ARLES - LUNEL";3;"0,0025%";"0";11;"0,0103%";"0"
"ARTIX - TARBES";3;"0,0025%";"0";3;"0,0026%";"0"
"ASSAT - TARBES";3;"0,0025%";"0";1;"0,0009%";"0"
"AURILLAC - BAGNAC";3;"0,0025%";"0";3;"0,0032%";"0"
"AURILLAC - GAILLAC";3;"0,0025%";"0";2;"0,0019%";"0"
"AVIGNON CENTRE - LABEGE INNOPOLE";3;"0,0025%";"0";2;"0,0019%";"0"
"AVIGNON TGV - VERGÈZE - CODOGNAN";3;"0,0025%";"0";3;"0,0028%";"0"
"BAILLARGUES - ELNE";3;"0,0025%";"0";3;"0,0028%";"0"
"BANYULS SUR MER - ESCALQUENS";3;"0,0025%";"0";3;"0,0028%";"0"
"BANYULS SUR MER - SALSES";3;"0,0025%";"0";2;"0,0019%";"0"
"BANYULS SUR MER - SETE";3;"0,0025%";"0";6;"0,0056%";"0"
"BAZIEGE - LÉZIGNAN (AUDE)";3;"0,0025%";"0";1;"0,0009%";"0"
"BEZIERS - LABEGE INNOPOLE";3;"0,0025%";"0";1;"0,0005%";"0"
"BEZIERS - ORANGE";3;"0,0025%";"0";2;"0,0019%";"0"
"BORDEAUX ST JEAN - LOURDES";3;"0,0025%";"0";2;"0,0019%";"0"
"BRETENOUX BIARS - NEUSSARGUES";3;"0,0025%";"0";2;"0,0019%";"0"
"BRIVE LA GAILLARDE - VILLEFRANCHE DE ROUERGUE";3;"0,0025%";"0";1;"0,0009%";"0"
"CAPDENAC - GRAMAT";3;"0,0025%";"0";2;"0,0019%";"0"
"CARBONNE - PAU";3;"0,0025%";"0";1;"0,0005%";"0"
"CARCASSONNE - SALSES";3;"0,0025%";"0";6;"0,0054%";"0"
"CARMAUX - GRAGNAGUE";3;"0,0025%";"0";1;"0,0013%";"0"
"CARMAUX - MAZAMET";3;"0,0025%";"0";3;"0,0026%";"0"
"CASTELNAUDARY - CERBERE";3;"0,0025%";"0";4;"0,0038%";"0"
"CLERMONT FERRAND - MONTPELLIER SAINT-ROCH";3;"0,0025%";"0";1;"0,0009%";"0"
"CLERMONT FERRAND - VILLEFRANCHE DE ROUERGUE";3;"0,0025%";"0";2;"0,0019%";"0"
"COLLIOURE - LEUCATE LA FRANQUI";3;"0,0025%";"0";4;"0,0038%";"0"
"CORDES VINDRAC - LEXOS";3;"0,0025%";"0";2;"0,0019%";"0"
"ELNE - LUNEL";3;"0,0025%";"0";4;"0,0038%";"0"
"FIGEAC - ROCAMADOUR PADIRAC";3;"0,0025%";"0";3;"0,0028%";"0"
"GRAMAT - TOULOUSE MATABIAU";3;"0,0025%";"0";1;"0,0005%";"0"
"ILLE SUR TET - PRADES MOLITG LES BAINS";3;"0,0025%";"0";4;"0,0038%";"0"
"LA PAULINE - NIMES";3;"0,0025%";"0";6;"0,0056%";"0"
"LA SEYNE SIX FOURS - NIMES PONT DU GARD";3;"0,0025%";"0";3;"0,0028%";"0"
"LACOURTENSOURT - LALBENQUE FONTANES";3;"0,0025%";"0";1;"0,0009%";"0"
"LE THOR - NIMES";3;"0,0025%";"0";1;"0,0009%";"0"
"LES ARCS DRAGUIGNAN - NIMES";3;"0,0025%";"0";9;"0,0084%";"0"
"LÉZIGNAN (AUDE) - MONTAUDRAN";3;"0,0025%";"0";1;"0,0006%";"0"
"LIMOGES BENEDICTINS - RODEZ";3;"0,0025%";"0";2;"0,0019%";"0"
"L'ISLE S SORGUE FONTAINE DE V - MONTPELLIER SAINT-ROCH";3;"0,0025%";"0";7;"0,0066%";"0"
"MONTAUDRAN - PORT LA NOUVELLE";3;"0,0025%";"0";2;"0,0019%";"0"
"MONTPELLIER SAINT-ROCH - PORT VENDRES VILLE";3;"0,0025%";"0";13;"0,0122%";"0"
"OLORON STE MARIE - TOULOUSE MATABIAU";3;"0,0025%";"0";1;"0,0009%";"0"
"ORANGE - VERGÈZE - CODOGNAN";3;"0,0025%";"0";1;"0,0009%";"0"
"PORT LA NOUVELLE - SALSES";3;"0,0025%";"0";1;"0,0009%";"0"
"ROQUESÉRIÈRE - TOULOUSE MATABIAU";3;"0,0025%";"0";1;"0,0009%";"0"
"SAINT-SULPICE - TARBES";3;"0,0025%";"0";1;"0,0013%";"0"
"SETE - VILLEFRANCHE DE LAURAGAIS";3;"0,0025%";"0";4;"0,0037%";"0"
"TERRASSON - TOULOUSE MATABIAU";3;"0,0025%";"0";1;"0,0009%";"0"
"TOULOUSE MATABIAU - VALENCE TGV RHONE-ALPES SUD";3;"0,0025%";"0";20;"0,0188%";"0"
"VILLEFRANCHE DE LAURAGAIS - VILLENOUVELLE";3;"0,0025%";"0";5;"0,0050%";"0"
"GENOLHAC - MARSEILLE ST CHARLES";3;"0,0025%";"0";1;"0,0005%";"0"
"MARSEILLE ST CHARLES - RIVESALTES";3;"0,0025%";"0";4;"0,0033%";"0"
"GRAND COMBE LA PISE - MARSEILLE ST CHARLES";3;"0,0025%";"0";7;"0,0070%";"0"
"MIRAMAS - TOULOUSE MATABIAU";3;"0,0025%";"0";16;"0,0145%";"0"
"BEZIERS - CAUSSADE";3;"0,0025%";"0";1;"0,0013%";"0"
"CAHORS - MONTPELLIER SAINT-ROCH";3;"0,0025%";"0";5;"0,0044%";"0"
"BAILLARGUES - SAINT-CÉSAIRE";3;"0,0025%";"0";5;"0,0044%";"0"
"CARCASSONNE - MURET";3;"0,0025%";"0";3;"0,0029%";"0"
"ENTRAIGUES SUR LA SORGUE - NIMES";3;"0,0025%";"0";1;"0,0006%";"0"
"GAILLAC - SAINT-AGNE";3;"0,0025%";"0";1;"0,0006%";"0"
"GALLIENI CANCÉROPÔLE - L'ISLE JOURDAIN";3;"0,0025%";"0";3;"0,0032%";"0"
"BEAUCAIRE - TARASCON";3;"0,0025%";"0";2;"0,0019%";"0"
"CAHORS - PAMIERS";3;"0,0025%";"0";2;"0,0018%";"0"
"AGEN - CAUSSADE";3;"0,0024%";"0";4;"0,0036%";"0"
"AIGUES MORTES - ALES";3;"0,0024%";"0";3;"0,0026%";"0"
"ALBI - LAGUEPIE";3;"0,0024%";"0";3;"0,0026%";"0"
"ALBI - MONTRÉJEAU - GOURDAN-POLIGNAN";3;"0,0024%";"0";6;"0,0053%";"0"
"ALBI - PAMIERS";3;"0,0024%";"0";1;"0,0013%";"0"
"ALBIAS - VALENCE D'AGEN";3;"0,0024%";"0";4;"0,0039%";"0"
"AUCH - FOIX";3;"0,0024%";"0";3;"0,0026%";"0"
"AUCH - LABRUGUIERE";3;"0,0024%";"0";1;"0,0013%";"0"
"AUCH - PAMIERS";3;"0,0024%";"0";3;"0,0026%";"0"
"AUCH - VILLEFRANCHE DE LAURAGAIS";3;"0,0024%";"0";4;"0,0039%";"0"
"AUMONT AUBRAC - BEDARIEUX";3;"0,0024%";"0";1;"0,0013%";"0"
"AUMONT AUBRAC - MONTPELLIER SAINT-ROCH";3;"0,0024%";"0";1;"0,0009%";"0"
"AUMONT AUBRAC - ST ROME DE CERNON";3;"0,0024%";"0";3;"0,0026%";"0"
"AURILLAC - ST CHRISTOPHE";3;"0,0024%";"0";4;"0,0039%";"0"
"AUTERIVE - TARBES";3;"0,0024%";"0";3;"0,0026%";"0"
"BAGNERES-DE-LUCHON - LANNEMEZAN";3;"0,0024%";"0";1;"0,0013%";"0"
"BANASSAC LA CANOURGUE - MAGALAS";3;"0,0024%";"0";2;"0,0023%";"0"
"BANASSAC LA CANOURGUE - PORTET SAINT-SIMON";3;"0,0024%";"0";1;"0,0013%";"0"
"BANASSAC LA CANOURGUE - SEVERAC-LE-CHATEAU";3;"0,0024%";"0";1;"0,0013%";"0"
"BAZIEGE - TARBES";3;"0,0024%";"0";3;"0,0026%";"0"
"BEZIERS - LANGOGNE";3;"0,0024%";"0";3;"0,0026%";"0"
"BOUSSENS - GAILLAC";3;"0,0024%";"0";1;"0,0013%";"0"
"BOUSSENS - SAINT-SULPICE";3;"0,0024%";"0";4;"0,0039%";"0"
"BOUSSENS - SETE";3;"0,0024%";"0";2;"0,0018%";"0"
"BRAX - LÉGUEVIN - CASTRES";3;"0,0024%";"0";1;"0,0013%";"0"
"BRAX - LÉGUEVIN - CAZÈRES";3;"0,0024%";"0";1;"0,0013%";"0"
"BRAX - LÉGUEVIN - FIGEAC";3;"0,0024%";"0";1;"0,0013%";"0"
"BRAX - LÉGUEVIN - SAINT-GAUDENS";3;"0,0024%";"0";3;"0,0026%";"0"
"CAHORS - MERENVIELLE";3;"0,0024%";"0";3;"0,0026%";"0"
"CARBONNE - CASTELNAUDARY";3;"0,0024%";"0";4;"0,0039%";"0"
"CARBONNE - LOURDES";3;"0,0024%";"0";1;"0,0013%";"0"
"CARCASSONNE - SAVERDUN";3;"0,0024%";"0";4;"0,0039%";"0"
"CASTELNAU D'ESTRETEFONDS - FIGEAC";3;"0,0024%";"0";3;"0,0026%";"0"
"CASTELNAU D'ESTRETEFONDS - GAILLAC";3;"0,0024%";"0";3;"0,0026%";"0"
"CASTELNAUDARY - CINTEGABELLE";3;"0,0024%";"0";3;"0,0026%";"0"
"CASTELNAUDARY - FOIX";3;"0,0024%";"0";1;"0,0013%";"0"
"CASTRES - FAUGA";3;"0,0024%";"0";3;"0,0026%";"0"
"CASTRES - VILLEFRANCHE DE LAURAGAIS";3;"0,0024%";"0";1;"0,0013%";"0"
"CAZÈRES - SAVERDUN";3;"0,0024%";"0";7;"0,0066%";"0"
"CEILHES ROQUEREDONDE - MILLAU";3;"0,0024%";"0";1;"0,0009%";"0"
"CHANAC - SAINT-CHÉLY-D'APCHER";3;"0,0024%";"0";1;"0,0013%";"0"
"CINTEGABELLE - TARBES";3;"0,0024%";"0";3;"0,0026%";"0"
"COARRAZE - NAY - LANNEMEZAN";3;"0,0024%";"0";7;"0,0066%";"0"
"COLOMIERS - FIGEAC";3;"0,0024%";"0";1;"0,0013%";"0"
"FIGEAC - MAZAMET";3;"0,0024%";"0";1;"0,0013%";"0"
"FIGEAC - MURET";3;"0,0024%";"0";8;"0,0072%";"0"
"FIGEAC - NARBONNE";3;"0,0024%";"0";3;"0,0026%";"0"
"FOIX - MAZAMET";3;"0,0024%";"0";1;"0,0013%";"0"
"FOIX - SAINT-GAUDENS";3;"0,0024%";"0";6;"0,0053%";"0"
"FRONTIGNAN - GRAND COMBE LA PISE";3;"0,0024%";"0";3;"0,0026%";"0"
"FRONTIGNAN - MENDE";3;"0,0024%";"0";3;"0,0026%";"0"
"GAILLAC - SAINT-JORY";3;"0,0024%";"0";1;"0,0013%";"0"
"GENOLHAC - VILLEFORT";3;"0,0024%";"0";5;"0,0048%";"0"
"GRAMAT - NAUCELLE";3;"0,0024%";"0";1;"0,0013%";"0"
"LALBENQUE FONTANES - MOISSAC";3;"0,0024%";"0";2;"0,0020%";"0"
"LANNEMEZAN - PORTET SAINT-SIMON";3;"0,0024%";"0";1;"0,0013%";"0"
"LATOUR DE CAROL ENVEITG - MARIGNAC ST BEAT";3;"0,0024%";"0";1;"0,0013%";"0"
"LE BOUSQUET D'ORB - MILLAU";3;"0,0024%";"0";3;"0,0026%";"0"
"LÉZIGNAN (AUDE) - SAINT-CHÉLY-D'APCHER";3;"0,0024%";"0";4;"0,0039%";"0"
"L'ISLE JOURDAIN - RODEZ";3;"0,0024%";"0";3;"0,0026%";"0"
"L'ISLE JOURDAIN - SOUILLAC";3;"0,0024%";"0";1;"0,0013%";"0"
"LUNEL - MARVEJOLS";3;"0,0024%";"0";1;"0,0013%";"0"
"MARTRES TOLOSANE - TARBES";3;"0,0024%";"0";4;"0,0039%";"0"
"MARVEJOLS - SEVERAC-LE-CHATEAU";3;"0,0024%";"0";1;"0,0013%";"0"
"MAZAMET - MONTAUBAN";3;"0,0024%";"0";2;"0,0018%";"0"
"MAZAMET - PORTET SAINT-SIMON";3;"0,0024%";"0";1;"0,0013%";"0"
"MAZAMET - RABASTENS - COUFOULEUX";3;"0,0024%";"0";7;"0,0066%";"0"
"MAZAMET - RODEZ";3;"0,0024%";"0";3;"0,0026%";"0"
"MENDE - STE CECILE D'ANDORGE";3;"0,0024%";"0";3;"0,0026%";"0"
"MONTASTRUC LA CONSEILLERE - TARBES";3;"0,0024%";"0";3;"0,0026%";"0"
"MONTPELLIER SAINT-ROCH - RABASTENS - COUFOULEUX";3;"0,0024%";"0";1;"0,0013%";"0"
"MONTRÉJEAU - GOURDAN-POLIGNAN - SAINT-SULPICE";3;"0,0024%";"0";1;"0,0013%";"0"
"MURET - SAVERDUN";3;"0,0024%";"0";4;"0,0039%";"0"
"NARBONNE - SAINT-CHÉLY-D'APCHER";3;"0,0024%";"0";1;"0,0013%";"0"
